Domain,Course Title,Rating,Number Enrolled,Like Ratio,Number of Modules,Review 1,Review 2,Review 3,URL,,,,
Web Development,Digital Marketing Analytics in Practice,4.5,"127,244",97%,4 modules,"5
Reviewed on Aug 8, 2020
Thoroughly enjoyable ""journey"" for this course. The syllabus was great, very well structured, thus easy to follow. Each module, including honors, can easily be completed in a day if you have the time.","4
Reviewed on Jun 20, 2016
If you want to understand the context, use and possible tools to manage digital marketing understanding the importance of data in this process, this is the course you should apply for.","4
Reviewed on May 3, 2020
The Course gave me useful insights into data analysis, but there was missing information in the lectures about the 5 main data analyzing techniques. Overall I had great experience",https://www.coursera.org/learn/digital-analytics,,,,
Web Development,Introduction to Java,4.6,"103,931",96%,3 modules,"5
Reviewed on Feb 18, 2022
tricky course for me, i had not remebered how much, the little things hem me up, but i learn patience and practice, which i will use to continue to grow with these courses.","4
Reviewed on Jan 9, 2022
I think this course could be done with cmd as its an introduction to JAVA So its better to learn on that platform before going to eclipse","5
Reviewed on Aug 22, 2022
Some of the use cases were confusing but overall I enjoyed the course and I feel that I learned a lot",https://www.coursera.org/learn/java-introduction,,,,
Web Development,"Android App Components - Services, Local IPC, and Content Providers",4.3,"36,687",N/A,4 modules,"5
Reviewed on Dec 20, 2019
You should have background in programming.
Overall the course content is very good.","5
Reviewed on Oct 27, 2020
Very good course , easy to learn , very good tutor, carefully prepared content","5
Reviewed on Aug 12, 2020
Its very helpful to me know how to improve myself. New things learning. Thanks",https://www.coursera.org/learn/androidapps-2,,,,
Web Development,Introduction to Creative Thinking: Tools for Success,4.9,"8,203",99%,6 modules,"5
Reviewed on May 16, 2024
Thanks for the introduction. Although I'm in the creative industry, this course added a lot to me.","5
Reviewed on Aug 16, 2023
Thank you to Professor Childs for making the course available. Great course material.","5
Reviewed on Nov 28, 2024
greattt course, very useful and inspiring, thankyouu so much",https://www.coursera.org/learn/introduction-to-creative-thinking,,,,
Web Development,Digital Product Management Specialization,4.8,"63,042",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/uva-darden-digital-product-management,,,,
Web Development,Build AI Apps with LangChain.js,4.6,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/build-ai-apps-with-langchain,,,,
Web Development,Secure your Cloud Data,4.6,"3,802",N/A,5 modules,"5
Reviewed on May 31, 2023
Thorough, but concise. Access to the lab exercises really made the information relevant.","4
Reviewed on Dec 9, 2021
This is the type of training for people that are very good in mathematic solutions. But it was a very good course and once I take my brain-break I will continue with the next lesson.",N/A,https://www.coursera.org/learn/secure-your-cloud-data,,,,
Web Development,Competencias digitales para el mundo académico y laboral,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/competencias-digitales-academico-laboral,,,,
Web Development,AI-Powered Software and System Design,4.7,"4,297",N/A,3 modules,"5
Reviewed on Oct 8, 2024
interactive and practical, hard to solve even with ai that is the objective!!! :D","4
Reviewed on Nov 3, 2024
This journey into leveraging LLMs for software development has been eye-opening, equipping me with strategies to enhance workflow, boost productivity, and build robust, quality-focused software.","5
Reviewed on Oct 8, 2024
Short but informative course that gives insights how to collaborate with the LLMs in designing software and overall brainstorming",https://www.coursera.org/learn/ai-powered-software-and-system-design,,,,
Web Development,"Resilience & Leadership: Design, Development, & Integration",N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/resilience-engineering-crisis-leadership-design,,,,
Web Development,Exploring C,4.7,"6,920",N/A,5 modules,"5
Reviewed on Aug 21, 2024
Well,i ll learned lot of things by coursera I ll learned clearly c programming in a coursera platform","5
Reviewed on Jan 16, 2024
The last task was crazy but overall, the best content out there on C;",N/A,https://www.coursera.org/learn/exploring-c,,,,
Web Development,Continuous Delivery & DevOps,4.6,"88,348",95%,4 modules,"5
Reviewed on Jul 5, 2021
It makes you reflect on the aspects regarding your current team, giving high-level insights into what CICD is. But also explaining by practical, yet simple, examples.","5
Reviewed on Oct 20, 2020
The course gave a really good overview of basic concepts and terms. It's helped me articulate devops concepts in the office and communicate effectively with the development and operations team.","5
Reviewed on Jan 4, 2020
Very beginner-friendly. I think the pace and content of this course would help relatively new software developers a lot in understanding what practices are being used in top notch companies",https://www.coursera.org/learn/uva-darden-continous-delivery-devops,,,,
Web Development,Dashboard Development with Shiny: GenAI for Retail Analysis,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/dashboard-development-with-shiny-genai-for-retail-analysis,,,,
Web Development,Connect Your Services with Microsoft Azure Service Bus,4.6,"4,524",N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/connect-your-services-with-microsoft-azure-service-bus,,,,
Web Development,Ethical AI Use,N/A,N/A,N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/ethical-ai-use,,,,
Web Development,Selenium Python Automation Testing and Frameworks Specialization,N/A,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-selenium-python-automation-testing-from-scratch-and-frameworks,,,,
Web Development,Building No-Code Apps with AppSheet Specialization,4.7,"3,537",N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/building-no-code-apps-with-appsheet,,,,
Web Development,SketchUp: how to start modelling simple 3D objects,N/A,"24,850",N/A,Guided Project,"5
Reviewed on Sep 27, 2024
Your positive attitude and enthusiasm are truly inspiring. You have a remarkable ability to uplift those around you, making any environment more vibrant and joyful. Keep shining bright!","4
Reviewed on Aug 11, 2023
Its a nice project for beginner. The instructor guides the project in a simple and step by step process.","5
Reviewed on Jul 7, 2022
Execellent guided project for me. Great to have this course.
It is very wonderful experience for me while doing this project.",https://www.coursera.org/projects/explore-sketchup,,,,
Web Development,Wix pour les débutants,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/wix-pour-les-debutants,,,,
Web Development,Fundamentals of Data Visualization,4.7,"6,890",N/A,3 modules,"5
Reviewed on Dec 17, 2023
Very Lively interaction from the mentor. Simplified explanations",N/A,N/A,https://www.coursera.org/learn/fundamentals-of-data-visualization,,,,
Web Development,Gemini for Application Developers,N/A,"4,414",N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/gemini-for-application-developers,,,,
Web Development,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),4.5,"112,644",96%,5 modules,"5
Reviewed on Dec 12, 2022
It was amazing, breaking down the fundamentals of scriptwriting into its simplest elements and giving an elementary and structured ""how-to"" guide that can work for any form of scriptwriting","5
Reviewed on Nov 30, 2019
Exceptional!
Have no time to currently complete; will cancel and start over next year. Don't care about certificate but believe course deserves payment so will cheerfully pay once again.","5
Reviewed on Apr 19, 2018
Amazing course. Detailed explanations foe every task. A community that reviewed and scrutinized your work. At the end of the course I have a chiseled three act pilot and season outline",https://www.coursera.org/learn/script-writing,,,,
Web Development,GenAI for Front-End Developers,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/genai-for-front-end-developers,,,,
Web Development,AWS Cloud Support Associate Professional Certificate,4.9,"3,996",N/A,7 course series,N/A,N/A,N/A,https://www.coursera.org/professional-certificates/aws-cloud-support-associate,,,,
Web Development,DevOps Complete Course Specialization,N/A,N/A,N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-devops-complete-course,,,,
Web Development,Learn Tailwind CSS,N/A,N/A,N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/learn-tailwind-css-scrimba,,,,
Web Development,Hacking and Patching,4,"61,482",86%,4 modules,"4
Reviewed on Jan 17, 2020
Understanding the language slank was a little difficult at first, but finally got used to it!","4
Reviewed on Apr 25, 2019
The Asian teacher's pronunciation is little be hard to understand but I love this class still","5
Reviewed on May 25, 2020
It was Great course to have and very skillful knowledge about Basic for Hacking",https://www.coursera.org/learn/hacking-patching,,,,
Web Development,Advanced Selenium WebDriver and Test Automation,N/A,N/A,N/A,12 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-advanced-selenium-webdriver-and-test-automation-undel,,,,
Web Development,Requirements Specifications: Goals and Conflict Analysis,4.7,"5,372",N/A,4 modules,"4
Reviewed on Dec 11, 2022
A lot of reference links in reading are broken/gone.","5
Reviewed on Mar 27, 2021
This course is very helpful for us either we work as project manager and as leader how to overcome that any problem.It will help to solve the problem thanks to Ma'am and Coursera Team.","5
Reviewed on May 18, 2020
Thank You for allowing me to learn the course. It was very good experience and happy to complete my course in stipulated time with your good explanation, content and relevant information.",https://www.coursera.org/learn/requirements-specification-goals,,,,
Web Development,Fundamentos de Android,4.5,"42,116",95%,7 modules,"5
Reviewed on Sep 30, 2020
Excelente curso, con él se puede comenzar a entender la estructura en que Android organiza los diferentes tipos de archivos de las apps tales como soportes a múltiples idiomas y pantallas.","5
Reviewed on Aug 13, 2020
Excelente curso, muy bien explicado y muy didáctico. Algunas cosas están obsoletas pero es comprensible por la velocidad con que cambia la tecnología más aún la celular.","4
Reviewed on Oct 1, 2020
Quería dar las 5 estrellas, pero el curso está desactualizado. Por lo demás, es muy claro, completo y entretenido. Avancé muchísimo gracias a él y quiero seguir avanzando en el tema. Gracias.",https://www.coursera.org/learn/fundamentos,,,,
Web Development,Linux Kernel Programming and Introduction to Yocto Project,4.5,"7,096",N/A,4 modules,"5
Reviewed on Apr 12, 2023
The course is not easy, but it worth invested time. IMO, the main advantage is the experience gained.",N/A,N/A,https://www.coursera.org/learn/linux-kernel-programming-yocto-project,,,,
Web Development,Building No-code Apps using Amazon Honeycode,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/building-no-code-apps-using-amazon-honeycode,,,,
Web Development,Develop a Company Website with Wix,N/A,"70,124",N/A,Guided Project,"5
Reviewed on Jan 16, 2023
Quick and an easy way to learn and understand the process to develop a company website with Wix. Really learned and enjoyed learning with Coursera.","5
Reviewed on Apr 26, 2021
The trainer speaks with clarity and is able to guide learner through the various options and functions of WIX. Loved this beginner course!","5
Reviewed on Jun 18, 2020
While viewing task 3, when i was typing in wix.com i suddenly progress was lost it was showing connecting but it never did connect even in the next task. Please try to fix it",https://www.coursera.org/projects/develop-a-company-website-with-wix,,,,
Web Development,The Complete Modern JavaScript Course with ES6 Specialization,N/A,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-the-complete-modern-javascript-course-with-es6,,,,
